1160,Clora Macias,31,F,Costa Rican,277157,0
1161,Shelton Donaldson,26,M,Ecuadorian,797592,2
1162,Yuri Sheppard,30,F,Costa Rican,610533,1
1163,Ronald Hatfield,29,M,Taiwanese,839087,3
1164,Vivien Henderson,63,F,Portuguese,315050,0
1165,Brett Wagner,53,M,Swedish,759577,0
1166,Kary Craig,23,F,Canadian,782340,1
1167,Victor Alvarez,31,M,Colombian,57192,5
1168,Denny Gaines,69,F,Israeli,848121,0
1169,Tory Moses,61,M,Chinese,962116,1
1170,Risa Booker,38,F,Dominican,979776,4
1171,Jerrod Shepherd,47,M,Cameroonian,531199,5
1172,Isadora Cardenas,59,F,Irish,727419,2
1173,Sonny Lamb,30,M,French,404688,4
1174,Naoma Conrad,41,F,Iranian,126569,4
1175,Colin Guerra,23,M,Bolivian,548350,4
1176,Ali Alexander,35,F,Venezuelan,590984,1
1177,Alden Steele,25,M,English,678543,3
1178,Lenna Nieves,39,F,Polish,731143,4
1179,Albert Ferguson,42,M,Greek,557244,1
1180,Debera Frazier,42,F,Dominican,363517,2
1181,Leland Crawford,58,M,Ecuadorian,506528,4
1182,Jonell Ratliff,60,F,Polish,325738,5
1183,Nathan Stevens,39,M,Dutch,677862,4
1184,Kathey Price,46,F,Guatemalan,923458,5
1185,Deangelo England,25,M,Estonian,719510,4
1186,Chaya Cantrell,43,F,Cambodian,226134,5
1187,Kory Weiss,42,M,Estonian,730122,5
1188,Cecille Baxter,70,F,Ethiopian,774649,1
1189,Dominic Snow,65,M,Ethiopian,758894,4
1190,Love Rush,61,F,Uruguayan,496937,4
1191,Chester Berg,32,M,Swiss,94165,0
1192,Verena Clay,46,F,Bolivian,49657,1
1193,Armando Ellison,53,M,Portuguese,420150,1
1194,Joline Gibbs,25,F,Uruguayan,195589,1
1195,Korey Rodgers,18,M,Canadian,953012,0
1196,Terina Jackson,70,F,Saudi,161261,3
1197,Gil Boyer,36,M,Romanian,790892,1
1198,Raye Gallegos,53,F,Ecuadorian,290043,5
1199,Kurt Parsons,57,M,Swedish,906749,3
1200,Brynn Franks,45,F,Afghan,536376,1
1201,Winford Huff,36,M,Portuguese,5363,2
1202,Adena Stephens,25,F,Afghan,167008,5
1203,Dillon Wilkins,45,M,Iranian,268285,5
1204,Merlene Clayton,18,F,Ukrainian,351829,0
1205,Leonel Sweeney,52,M,Finnish,956373,3
1206,Marylouise Walker,50,F,Brazilian,6000,4
1207,Les Fletcher,64,M,Russian,287912,3
1208,Dan O'brien,62,F,Canadian,770458,2
1209,Elroy Byers,60,M,Chilean,254775,1
1210,Sharika Lang,31,F,Taiwanese,121327,4
1211,Bryant Morrow,66,M,Swedish,987786,2
1212,Myrl Landry,19,F,Chinese,857223,2
1213,Ramiro Roach,52,M,Cameroonian,752951,3
1214,Mariel Rivas,58,F,Cameroonian,165847,3
1215,Pat Burgess,53,M,Ethiopian,32756,4
1216,Carolynn Greene,68,F,Egyptian,761108,3
1217,Giuseppe Cotton,58,M,French,682390,1
1218,Clarisa Mccarthy,51,F,Venezuelan,879277,5
1219,Forest Howe,32,M,Iranian,565641,2
1220,Marcelene Gray,26,F,Cambodian,353907,1
1221,Yong Underwood,28,M,Colombian,422667,0
1222,Shira Ball,42,F,Danish,546931,2
1223,Damian Graham,27,M,Greek,269969,2
1224,Joette Rocha,51,F,Polish,298957,2
1225,Branden Winters,59,M,Ethiopian,894609,4
1226,Cuc Harmon,24,F,Ukrainian,245537,2
1227,Edward Dillard,61,M,Taiwanese,920085,3
1228,Rebecka O'brien,44,F,Swedish,843722,5
1229,Ezekiel Nunez,58,M,Swiss,37949,1
1230,Sebrina Pate,33,F,Brazilian,429116,0
1231,Billy Harrington,61,M,Afghan,721229,2
1232,Emelda Hooper,61,F,Swedish,4257,2
1233,Barry Barlow,32,M,Estonian,303854,3
1234,Deandrea Duran,52,F,Colombian,791322,0
1235,Byron Kane,27,M,Irish,939249,1
1236,Mariko Ortega,62,F,Belgian,865310,4
1237,Donny Kelly,18,M,Chilean,113466,2
1238,Arlyne Cervantes,32,F,Mexican,571916,4
1239,Chris Dickson,22,M,Ethiopian,207441,0
1240,Shakira Hopkins,62,F,French,652503,1
1241,Giovanni Franklin,29,M,British,723661,1
1242,Lesia Watkins,34,F,German,746167,5
1243,Clair Wilkerson,50,M,Egyptian,514042,0
1244,Tamala Simpson,21,F,Venezuelan,517277,0
1245,Everett Velez,57,M,Irish,502573,2
1246,Rudy Bender,41,F,Cuban,285071,0
1247,Gary Hicks,69,M,British,401044,1
1248,Nubia Contreras,48,F,Puerto Rican,297080,1
1249,David Riggs,33,M,Canadian,495232,5
1250,Zita Bullock,62,F,Afghan,56753,5
1251,Clay Roberson,18,M,Israeli,296967,1
1252,Mike Page,56,F,Irish,585602,2
1253,Kory Carpenter,50,M,Mexican,41690,5
1254,Libbie Downs,60,F,Polish,579309,5
1255,Isaiah Frye,28,M,Irish,81814,2
1256,Tiera Kent,36,F,Puerto Rican,752347,4
1257,Lazaro Charles,36,M,Cambodian,590772,5
1258,Ressie Mays,46,F,Australian,160788,0
1259,Freddie Burris,20,M,Cambodian,902968,2
1260,Keira Horn,30,F,Swiss,129802,3
1261,Sandy Chan,50,M,Polish,653651,4
1262,Chung Mcdonald,39,F,Italian,237156,2
1263,Rosendo Durham,53,M,Ethiopian,803332,2
1264,Kirstie Frost,21,F,Mexican,370368,2
1265,Ned Delgado,27,M,Irish,894904,4
1266,Shona Robinson,56,F,Italian,426709,3
1267,Boris Green,34,M,Salvadorian,299398,5
1268,Miyoko Nicholson,18,F,Polish,480409,1
1269,Roderick Keith,47,M,Ethiopian,783711,0
1270,Manda Black,30,F,Salvadorian,344743,3
1271,Johnie Herman,25,M,Australian,613164,2
1272,Lera Simmons,22,F,Latvian,839339,5
1273,Huey Waller,19,M,Taiwanese,704749,1
1274,Eleanora Cole,28,F,British,316020,4
1275,Dominick Short,53,M,Irish,559654,4
1276,Cleopatra Hubbard,55,F,Chilean,723712,1
1277,Cyril Shepard,60,M,Italian,732744,1
1278,Curtis Tanner,39,F,Polish,483570,3
1279,Lawerence Boyer,22,M,German,610202,2
1280,Niesha Todd,59,F,Salvadorian,27833,5
1281,Jamie Hooper,49,M,Russian,387209,5
1282,Hildegarde Price,24,F,Argentinian,798871,0
1283,Lamont Kaufman,64,M,Argentinian,486372,3
1284,Kasie Workman,36,F,Swiss,731911,3
1285,Edmund Fuller,52,M,Cambodian,123708,5
1286,Aja Brown,21,F,Mexican,803933,0
1287,Isaiah Davis,32,M,Estonian,901971,1
1288,Janean Woodward,52,F,Uruguayan,277942,1
1289,Earl Sharpe,49,M,Costa Rican,869174,4
1290,Dominica Sims,65,F,Uruguayan,984630,3
1291,Marquis Estes,31,M,Australian,179943,5
1292,Ivelisse Marquez,18,F,Argentinian,746619,5
1293,Neville Craft,18,M,Dominican,577829,1
1294,Latrisha Rojas,39,F,Ukrainian,493767,0
1295,Amos Bentley,56,M,Australian,842666,4
1296,Brigida Sutton,28,F,Costa Rican,70820,0
1297,Isiah Schmidt,42,M,Iranian,10774,4
1298,Shirely Delaney,65,F,Saudi,501032,1
1299,Bobby Gates,39,M,Australian,599334,2
1300,Jacquie Lott,69,F,Puerto Rican,487048,5
1301,Rene Mercer,42,M,Canadian,291940,2
1302,Brian Wynn,38,F,French,310093,4
1303,Brendan Carlson,23,M,Chilean,400708,2
1304,Crista Santiago,22,F,Saudi,734148,5
1305,Dominick Barry,39,M,Mexican,220483,4
1306,Ariane Woodward,30,F,Polish,753723,2
1307,Esteban Roman,68,M,Romanian,35115,0
1308,Nicholle Mcpherson,37,F,Ukrainian,446535,1
1309,Mac Decker,56,M,Ukrainian,881690,0
1310,Sindy Durham,67,F,Greek,530587,5
1311,Nolan Velasquez,35,M,Italian,107466,5
1312,Carlos Tanner,58,F,Cuban,204213,3
1313,Dominique Mercer,39,M,Greek,639137,2
1314,Ciera Mccarty,33,F,Latvian,676028,1
1315,Eugene Jefferson,33,M,Latvian,572922,3
1316,Jerica Estrada,33,F,Argentinian,310607,1
1317,William Mendez,24,M,Swedish,288042,2
1318,Pearle Morgan,33,F,Salvadorian,767301,4
1319,Fredrick Ballard,59,M,Portuguese,893317,3
1320,Marylynn Downs,22,F,Italian,810346,4
1321,Michale Fisher,70,M,Romanian,114465,3
1322,Annamae Yates,58,F,Finnish,866690,0
1323,Wilfredo Cameron,46,M,Cuban,585986,5
1324,Eulah Kemp,55,F,Italian,249907,5
1325,Avery Workman,65,M,Costa Rican,116122,1
1326,Kenneth Moore,30,F,English,327514,0
1327,Noah Bean,60,M,Belgian,817347,4
1328,Fred Short,68,F,Portuguese,394969,0
1329,Jerrod Preston,24,M,Argentinian,333560,1
1330,Delmy Pollard,39,F,Mexican,338948,4
1331,Parker Donaldson,53,M,Polish,728688,3
1332,Leonila Aguilar,55,F,Portuguese,321074,3
1333,Sang Gomez,67,M,Jordanian,211365,0
1334,Sylvie Tyson,19,F,Italian,477631,3
1335,Jim Mann,50,M,Japanese,856552,1
1336,Keesha Wiggins,66,F,Romanian,507313,0
1337,Lucas Bates,25,M,Iranian,421555,2
1338,Gwyneth Sawyer,40,F,Colombian,884488,1
1339,Arthur Lynn,20,M,Spanish,208234,2
1340,Fermina Boyer,33,F,Bolivian,495503,5
1341,Francesco Rowland,55,M,Chilean,797891,0
1342,Temple Booth,25,F,Latvian,108451,2
1343,Octavio Peterson,34,M,Italian,352522,2
1344,Stormy Walker,53,F,Dominican,212779,3
1345,Prince Humphrey,58,M,Swiss,407650,2
1346,Meg Castro,40,F,Estonian,614496,4
1347,Michale Branch,67,M,Jordanian,804846,3
1348,Charis Farley,63,F,Colombian,577765,2
1349,Frankie Jones,63,M,Puerto Rican,21569,1
1350,Tyler Zamora,30,F,Finnish,932841,0
1351,Jacques Lucas,23,M,Iranian,340233,5
1352,Ghislaine Fitzpatrick,45,F,Brazilian,251687,5
1353,Ricardo Lane,59,M,Dutch,987189,3
1354,Lashawnda Mckee,26,F,French,42638,5
1355,Freddie Cherry,63,M,Cameroonian,332877,4
1356,Michaele Callahan,34,F,Puerto Rican,633004,2
1357,Major Howard,28,M,Canadian,243208,2
1358,Venice Mcpherson,58,F,Australian,595127,1
1359,Renaldo May,34,M,Dominican,433389,0
1360,Mozell Cotton,37,F,Bolivian,200546,4
1361,Weldon Roy,40,M,Chinese,114533,4
1362,Debbra Griffith,36,F,Latvian,712199,4
1363,Lane Joyce,64,M,British,564686,5
1364,Aleisha Pope,34,F,Salvadorian,667776,1
1365,Forest Velez,66,M,Brazilian,787311,0
1366,Suellen Whitehead,20,F,Belgian,922742,4
1367,Stephan Good,64,M,Canadian,829353,2
1368,Hilaria Lewis,42,F,Cuban,116588,0
1369,Valentin Wise,54,M,Argentinian,363864,5
1370,Brittanie Becker,18,F,Greek,153746,4
1371,Cesar Orr,68,M,Australian,723353,0
1372,Melida Hudson,52,F,Italian,484763,0
1373,Quentin Noel,57,M,Estonian,499129,0
1374,Jacinda O'neal,20,F,Puerto Rican,114421,5
1375,Jared Carver,56,M,Cameroonian,783102,5
1376,Junko Paul,60,F,Chilean,902705,3
1377,Arron Baird,59,M,Guatemalan,706753,1
1378,Danyel Thompson,56,F,German,484836,5
1379,Lon Salas,39,M,Ecuadorian,541639,0
1380,Seema Fowler,55,F,Jordanian,634107,3
1381,Jame Dalton,33,M,Israeli,656943,3
1382,Katelin Molina,42,F,Dominican,861423,0
1383,Leopoldo Santana,35,M,Mexican,611498,1
1384,Kandace Fleming,19,F,Canadian,230518,1
1385,Gary Rios,47,M,Argentinian,879440,4
1386,Kindra Stuart,31,F,Uruguayan,494748,4
1387,Isidro Hoffman,66,M,Chilean,483305,3
1388,Jacqui Garner,31,F,Cambodian,8389,2
1389,Garth Larsen,35,M,German,895039,1
1390,Izola Vargas,39,F,Australian,314214,1
1391,Clifton Haynes,51,M,Ecuadorian,428040,1
1392,Coralee Shaw,33,F,Danish,27209,3
1393,Ike Bishop,27,M,Spanish,563995,2
1394,Armanda Sosa,29,F,Mexican,288941,0
1395,Irwin Eaton,61,M,Cambodian,660703,4
1396,Madelaine Rosa,21,F,Bolivian,238741,1
1397,Williams Merritt,62,M,Estonian,16947,1
1398,Victor West,18,F,Canadian,495408,5
1399,Pat Whitley,31,M,Afghan,235539,4
1400,Rea Mcneil,25,F,Estonian,490180,5
1401,Carlo Hobbs,63,M,Latvian,366759,4
1402,Jenae Moon,48,F,Costa Rican,875750,2
1403,Sherman Oliver,23,M,Colombian,56331,4
1404,Cheree Gonzales,50,F,German,776086,2
1405,Rolando Lloyd,21,M,Spanish,511107,4
1406,Fermina Rice,45,F,Cambodian,642676,2
1407,Devin Roberson,57,M,Ecuadorian,311612,2
1408,Malka Dillon,65,F,British,477641,0
1409,Duncan Jordan,35,M,English,76257,1
1410,Stefania Britt,52,F,Danish,135578,5
1411,Vincenzo Odom,51,M,Israeli,105872,0
1412,Carolyne Walton,19,F,Salvadorian,467410,4
1413,Rickie Cameron,32,M,Belgian,522187,0
1414,Ressie Pierce,20,F,Costa Rican,895255,5
1415,Domingo Bowman,29,M,Romanian,13712,4
1416,Verdie Mcmillan,36,F,Greek,276254,1
1417,Rafael Beasley,55,M,Latvian,322093,1
1418,Maryam Cooper,25,F,Bolivian,680972,2
1419,Abel O'donnell,51,M,Estonian,373311,4
1420,Hedy Rivers,55,F,German,854452,1
1421,Colin Nielsen,34,M,Salvadorian,432317,0
1422,Deeann Lambert,36,F,Israeli,368318,5
1423,Guadalupe Gillespie,44,M,Cuban,942708,2
1424,Willetta Sims,69,F,Argentinian,181546,4
1425,Ricardo Roberson,26,M,Swedish,948473,5
1426,Dania Craig,44,F,Romanian,412778,4
1427,Lavern Santana,59,M,Chilean,151288,1
1428,Odelia Alford,23,F,British,708120,5
1429,Sung Harper,50,M,Ethiopian,987553,5
1430,Verline Perkins,60,F,Colombian,338186,2
1431,Loren Singleton,69,M,Jordanian,552179,1
1432,Takisha Quinn,46,F,Cuban,522495,5
1433,Cornell Mills,22,M,Greek,304348,5
1434,Layla Thornton,27,F,Latvian,241162,4
1435,Manuel Hamilton,20,M,Canadian,56443,4
1436,Luanna Brown,68,F,Irish,582577,1
1437,Joaquin Jefferson,32,M,Australian,926485,4
1438,Kandis Orr,20,F,Chilean,571453,3
1439,Sammie Bradshaw,55,M,Colombian,422856,3
1440,Louie Herrera,25,F,Bolivian,240745,4
1441,Jamel Green,62,M,Romanian,373433,2
1442,Lashaun Eaton,47,F,Swedish,144820,3
1443,Leonard Sandoval,38,M,Brazilian,754606,4
1444,Delaine Levine,24,F,Cambodian,858232,2
1445,Basil Dunn,43,M,Colombian,788571,5
1446,Carisa Wagner,61,F,Russian,784929,3
1447,Tim Mcfarland,19,M,Polish,482426,1
1448,Malorie Hendrix,61,F,Dutch,692818,5
1449,Mac Beach,59,M,Danish,420772,2
1450,Jaquelyn Gonzalez,37,F,Colombian,718772,5
1451,Elden Cantrell,59,M,German,665571,4
1452,Mathilda Torres,18,F,Bolivian,51061,2
1453,Lewis Avila,19,M,English,60327,2
1454,Kathline David,33,F,Salvadorian,693503,0
1455,Walter Vaughan,40,M,British,617189,3
1456,Micki Velasquez,51,F,Costa Rican,434029,2
1457,Sheldon Richard,54,M,French,544341,3
1458,Jesusita Olsen,32,F,Saudi,286772,4
1459,Al Barron,64,M,Cameroonian,170922,1
1460,Keitha Cleveland,28,F,Iranian,545956,3
1461,Hong Vang,37,M,Iranian,539283,1
1462,Cammie Neal,64,F,Romanian,484253,1
1463,Alphonso Carpenter,26,M,Swedish,870252,4
1464,Isis Santana,50,F,Cameroonian,129669,2
1465,Bernard Rowe,58,M,Australian,90253,3
1466,Genny Webster,37,F,Bolivian,628227,1
1467,Luis Talley,62,M,German,50353,1
1468,Bobbye Mack,30,F,Australian,9520,2
1469,Adam Mcfadden,45,M,Dutch,768755,1
1470,Phebe Norman,28,F,Dutch,366004,2
1471,Rudolf Maxwell,23,M,Cambodian,668003,1
1472,Latina Fields,62,F,Costa Rican,743551,5
1473,Ronny Cameron,69,M,Jordanian,990352,5
1474,Torie Todd,29,F,Russian,630744,3
1475,Claud Fuller,42,M,Puerto Rican,713791,5
1476,Monserrate Clarke,47,F,German,777390,1
1477,Keenan Morrow,22,M,Swedish,40506,4
1478,Kiera Vaughn,60,F,Spanish,326593,0
1479,Emile Chavez,20,M,Colombian,349132,5
1480,Sandie Montoya,36,F,Spanish,834904,5
1481,Milford Valenzuela,55,M,Romanian,446816,2
1482,Shakira Armstrong,50,F,Puerto Rican,435270,2
1483,Guillermo Cardenas,49,M,Afghan,800225,0
1484,Altha Kelly,20,F,Jordanian,278307,5
1485,Harlan Walker,66,M,Puerto Rican,886681,3
1486,Julienne Buckner,61,F,Russian,444718,3
1487,Kris Berry,55,M,Bolivian,878537,2
1488,Alease Duke,61,F,Polish,269339,3
1489,Stewart Munoz,33,M,Salvadorian,62808,1
1490,Mozell Beck,49,F,Greek,232639,3
1491,Angel Clarke,21,M,Costa Rican,352343,1
1492,Janeth Gentry,27,F,Argentinian,181949,2
1493,Zackary Watson,47,M,Belgian,485168,0
1494,Kimbery Schwartz,30,F,Taiwanese,563841,0
1495,Brice Armstrong,63,M,Colombian,264323,3
1496,Sherly Massey,55,F,Puerto Rican,189283,5
1497,Ollie Adkins,61,M,German,834397,5
1498,Johanne Wade,27,F,British,607136,3
1499,Pierre Giles,33,M,Greek,598372,4
1500,Chia Oliver,63,F,Costa Rican,160939,1
1501,Lamont Stanton,52,M,Israeli,25292,3
1502,Salley Dyer,63,F,Ukrainian,133816,4
1503,Roberto Payne,44,M,Russian,530098,5
1504,Kimberlie Ford,47,F,Chinese,157925,0
1505,Javier Parks,38,M,Cambodian,649289,3
1506,Lory Poole,25,F,Swedish,760182,2
1507,Dewey Pope,44,M,Australian,659400,0
1508,Ai Simpson,36,F,Colombian,76182,3
1509,Brenton Hughes,20,M,Iranian,176595,0
1510,Cordie Rasmussen,41,F,Venezuelan,195060,3
1511,Forest Ochoa,60,M,Canadian,603598,5
1512,Sharyl Chavez,57,F,Portuguese,445947,2
1513,Ulysses Adams,64,M,Belgian,872159,2
1514,Sheilah Castillo,43,F,Brazilian,390395,0
1515,Terrance Mayo,63,M,German,22753,0
1516,Regena Mendez,32,F,Colombian,663004,0
1517,Lawrence Mullins,48,M,Uruguayan,356430,5
1518,Erminia Gallegos,56,F,Romanian,622083,2
1519,Sterling Romero,64,M,Brazilian,297067,5
1520,Marceline Kaufman,47,F,Portuguese,348678,0
1521,Fermin Fischer,35,M,Italian,662797,3
1522,Verlie Preston,40,F,Afghan,853051,0
1523,Alphonso Kemp,44,M,Costa Rican,641475,2
1524,Elene Robinson,45,F,English,912413,0
1525,Nicholas Collins,51,M,Danish,35928,0
1526,Kathern Osborn,60,F,Jordanian,704782,1
1527,Laurence Fulton,28,M,Jordanian,755428,1
1528,Onie Pena,34,F,Mexican,99656,1
1529,Cordell Rios,40,M,Ecuadorian,809913,3
1530,Delpha Jacobs,40,F,Ukrainian,272955,5
1531,Stefan Hammond,47,M,Ukrainian,37723,2
1532,Lavette Rosa,55,F,Greek,801433,0
1533,Roman Wilkinson,67,M,Portuguese,272880,5
1534,Jerlene Walter,70,F,Guatemalan,945936,4
1535,Agustin Harvey,32,M,Puerto Rican,260205,3
1536,Frederica Schultz,36,F,Puerto Rican,699447,5
1537,Scottie Holland,50,M,Uruguayan,360957,1
1538,Carlie O'neill,19,F,Salvadorian,209093,5
1539,Jack Brown,49,M,Canadian,400341,3
1540,Karole Cantu,27,F,Swedish,226300,0
1541,Harold Aguilar,62,M,Greek,220209,2
1542,Lenita Flores,53,F,Finnish,839479,1
1543,Fredrick O'brien,26,M,Costa Rican,73728,1
1544,Delisa Weber,24,F,Salvadorian,680376,4
1545,Shaun Mccoy,19,M,Swiss,73646,5
1546,Franchesca Sparks,61,F,Guatemalan,855266,3
1547,Anton Emerson,49,M,Puerto Rican,74092,0
1548,Sherika Sweet,19,F,Costa Rican,891588,2
1549,Bruce Velasquez,70,M,Spanish,853120,3
1550,Lashaunda Hansen,26,F,Saudi,658340,3
1551,Hoyt Barry,31,M,Latvian,652450,5
1552,Shondra Alexander,54,F,Swedish,344894,4
1553,Monty Banks,40,M,Brazilian,821280,2
1554,Maragret Johnston,42,F,Iranian,609594,4
1555,Jacob Rice,52,M,Romanian,423315,0
1556,Fairy Kirkland,70,F,Costa Rican,517081,2
1557,Gustavo Hewitt,50,M,English,830336,1
1558,Jessia Mccarthy,43,F,Greek,49741,0
1559,Jamie Stevenson,52,M,Danish,382490,4
1560,Nancie Houston,51,F,Dutch,719400,0
1561,Ross Daugherty,42,M,English,368067,0
1562,Kamala Hebert,62,F,Bolivian,923316,2
1563,Darwin Hogan,39,M,Belgian,818178,2
1564,Jina Mcgowan,57,F,British,676210,0
1565,Marc Lewis,59,M,Venezuelan,430399,2
1566,Jacki Whitley,46,F,Jordanian,930384,4
1567,Dewitt Zamora,21,M,Romanian,481797,4
1568,Shan O'neil,23,F,Japanese,687631,5
1569,Branden Wilkinson,26,M,Portuguese,947143,4
1570,Belia Livingston,24,F,Spanish,813114,3
1571,Denny Allison,54,M,Brazilian,598620,5
1572,Franchesca Dickerson,56,F,Romanian,330676,2
1573,Mariano Wells,48,M,Cambodian,192288,0
1574,Marielle Meadows,54,F,Uruguayan,220841,0
1575,Donald Kaufman,21,M,Swiss,372690,4
1576,Priscila Mueller,59,F,Jordanian,554534,4
1577,Ollie Fuentes,59,M,Australian,764880,2
1578,Sherill Baker,52,F,Canadian,754254,1
1579,Terrence Mathis,38,M,Egyptian,835877,2
1580,Lawrence Russo,68,F,Costa Rican,419411,4
1581,Titus Sargent,57,M,Colombian,975089,3
1582,Rosia Mcdonald,32,F,French,341858,0
1583,Salvatore Dean,70,M,Portuguese,570639,1
1584,Shyla Foster,31,F,Egyptian,973893,4
1585,Elliott Johns,32,M,German,991210,4
1586,Denisse Herrera,41,F,Israeli,633619,4
1587,Mauro Morgan,55,M,Swiss,825300,5
1588,Joel Burnett,58,F,Venezuelan,48062,0
1589,Sterling Owens,65,M,Estonian,449602,2
1590,Nikia Frazier,59,F,Afghan,600227,0
1591,Bryan Roberts,55,M,Brazilian,506309,1
1592,Sherice Gibson,58,F,Irish,275452,4
1593,Kraig Velasquez,52,M,Salvadorian,417466,1
1594,Anjanette Wolf,26,F,Colombian,534307,3
1595,Winford Bird,39,M,Ecuadorian,477913,4
1596,Tonita Edwards,40,F,Mexican,254416,0
1597,Monroe Greene,22,M,Colombian,909254,0
1598,Camellia Grant,66,F,Chilean,193804,3
1599,Kurtis Cotton,34,M,Ethiopian,208284,0
1600,Mika Mcmillan,37,F,Canadian,378777,4
1601,Darrin Jacobs,66,M,German,490550,0
1602,Larraine Douglas,33,F,Brazilian,128820,0
1603,Kenny Phelps,50,M,Estonian,833660,3
1604,Isis Clayton,33,F,Afghan,958363,3
1605,Huey Prince,18,M,Canadian,571555,2
1606,Chante Cannon,68,F,Ethiopian,721237,4
1607,Issac Powers,58,M,Ukrainian,758226,1
1608,Brunilda Castro,34,F,Swiss,502436,0
1609,Fred Barton,22,M,Finnish,662130,1
1610,Marisha Watkins,28,F,Cuban,957306,4
1611,Lucas Wright,38,M,Romanian,524585,3
1612,Tarah Brooks,30,F,Dominican,603650,2
1613,Morris Morgan,28,M,Israeli,789767,1
1614,Chin Compton,70,F,Iranian,169609,5
1615,Dorian Weeks,67,M,British,506315,0
1616,Hue Hawkins,66,F,Saudi,154339,5
1617,Robert Glenn,61,M,Portuguese,578233,4
1618,Charmain Wooten,32,F,Dutch,247813,1
1619,Alan Griffith,61,M,Dominican,162570,2
1620,Nu Phelps,47,F,Cambodian,775662,2
1621,Scot Solis,59,M,Argentinian,233333,0
1622,Oretha Cline,60,F,Guatemalan,557774,1
1623,Simon Marshall,68,M,Ecuadorian,860578,1
1624,Ayako Mullen,22,F,Bolivian,100248,0
1625,Edgardo Rowland,52,M,Brazilian,253946,4
1626,Christinia Sloan,33,F,Japanese,429339,3
1627,Danilo Cervantes,70,M,Colombian,183146,3
1628,Denae Mcgee,29,F,Japanese,764081,4
1629,Colby Berger,29,M,Salvadorian,520119,3
1630,Gianna Sims,59,F,Ukrainian,893419,1
1631,Gil Bass,18,M,English,643980,4
1632,Kerstin Stuart,63,F,Spanish,676963,3
1633,Tyron Trevino,22,M,Brazilian,348225,3
1634,Valene Nielsen,66,F,Irish,4585,2
1635,Dee England,43,M,Israeli,494425,5
1636,Cyrstal Trevino,31,F,Canadian,578362,4
1637,Parker Joyce,37,M,Venezuelan,397073,4
1638,Bunny Maddox,18,F,Dominican,505066,3
1639,Galen Hewitt,31,M,Puerto Rican,458381,4
1640,Reita Kirby,67,F,Cambodian,208472,4
1641,Bryon Porter,19,M,Estonian,648797,4
1642,Latashia Sanford,67,F,Romanian,637356,3
1643,Abe Cabrera,58,M,Taiwanese,293594,4
1644,Kayleigh Huber,62,F,English,717105,1
1645,Lyman Fry,63,M,Iranian,163754,4
1646,Loreen Wells,38,F,Portuguese,437334,2
1647,Jason Flynn,34,M,Romanian,918288,5
1648,Maryalice William,63,F,Canadian,411486,0
1649,Rubin Mcconnell,28,M,Canadian,551366,2
1650,Lucina Calhoun,27,F,Russian,907434,0
1651,Jeremy Oliver,55,M,German,538049,3
1652,Tora Hoffman,23,F,Brazilian,526670,1
1653,Andre Tyson,68,M,Mexican,896643,1
1654,Jeffie Swanson,39,F,Japanese,698447,4
1655,Bo Roman,42,M,Venezuelan,309247,4
1656,Reginia Bates,64,F,Venezuelan,252711,1
1657,Hubert Hancock,51,M,Greek,771721,5
1658,Brigid Preston,25,F,Latvian,16662,3
1659,Wesley Landry,34,M,French,236988,1
1660,Anjanette Beasley,48,F,Latvian,995678,0
1661,Teddy Stone,23,M,Romanian,936744,1
1662,Shawnna Preston,21,F,Ecuadorian,826533,1
1663,Allan Powers,66,M,Japanese,493488,4
1664,Toshiko Fernandez,56,F,Chilean,901684,1
1665,Trevor Miles,57,M,Italian,721986,0
1666,Beula Coffey,56,F,Spanish,600982,1
1667,Sebastian Sharpe,56,M,Italian,993917,5
1668,Margurite Riggs,69,F,Russian,642558,3
1669,Saul Mcknight,23,M,Portuguese,22335,0
1670,Linn Hunt,28,F,French,552762,2
1671,Lucien Huff,48,M,English,24372,0
1672,Francene Cannon,50,F,Cameroonian,682386,4
1673,Wilson Higgins,44,M,German,81563,3
1674,Joana Whitfield,47,F,Mexican,935388,4
1675,Jacinto Cummings,22,M,Swedish,307622,0
1676,Maryalice Becker,35,F,Cuban,677859,5
1677,Josh Hurley,66,M,Ecuadorian,72315,5
1678,Hye Gamble,58,F,Finnish,564484,4
1679,Jerrold O'neill,58,M,Costa Rican,35365,1
1680,Kacy Quinn,66,F,Latvian,272966,5
1681,Chi Mercado,64,M,Guatemalan,157289,0
1682,Raylene Blanchard,46,F,Dutch,233467,2
1683,Aron Kirkland,46,M,Guatemalan,38270,4
1684,Vinnie Skinner,51,F,Polish,535727,4
1685,Manual Gould,54,M,Canadian,819472,1
1686,Lorrine Mcfarland,65,F,Romanian,943880,0
1687,Lucas Grant,52,M,Egyptian,466566,5
1688,Malena Sanford,42,F,Afghan,752059,0
1689,Jonah Mcfadden,35,M,Finnish,661348,1
1690,Maisha Page,43,F,German,697352,5
1691,Linwood Mccarty,54,M,Chinese,249331,1
1692,Shanel Hays,22,F,French,619058,5
1693,Alonzo Mercado,70,M,Chinese,417378,2
1694,Marlin York,60,F,Italian,194131,2
1695,Delmer Potts,51,M,Spanish,484751,2
1696,Tatum Chambers,56,F,Iranian,882216,2
1697,Daniel Knox,47,M,Saudi,84666,3
1698,Dorethea Gonzalez,57,F,Venezuelan,634021,1
1699,Claudio Burgess,40,M,Jordanian,453208,3
